07-22 15:49:32.245  7403  7403 E AndroidRuntime: FATAL EXCEPTION: main
07-23 00:46:05.624  2516  2760 D OplusSignalSmooth/0: onSignalStrengthResultExt,oldSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-73 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:05.624  2516  2760 D OplusSignalSmooth/0: mOrigSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-71 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:05.624  2516  2760 D OplusSignalSmooth/0: no service fix signal...
07-23 00:46:05.630  2516  2760 D OplusSignalSmooth/0: notifySignalStrength, mSignalStrength: SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-71 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:15.022  1708  1741 D RmcNwHdlr: [0] requestSignalStrength:sigRegisted[0000], sigUpdated[0X01]
07-23 00:46:15.023  1708  1741 D RmcNwHdlr: [0] handleSignalStrength, gsm_signal_strength: 24, gsm_bit_error_rate: 99, gsm_timing_advance: 2147483647, cdma_dbm: 2147483647, cdma_ecio: 2147483647, evdo_dbm: 2147483647, evdo_ecio: 2147483647, evdo_snr: 2147483647, lte_signal_strength: 99, lte_rsrp: 2147483647, lte_rsrq: 2147483647, lte_rssnr: 2147483647, lte_cqi: 2147483647, lte_timing_advance: 2147483647, tdscdma_signal_strength: 99, tdscdma_bit_error_rate: 99, tdscdma_rscp: 255, wcdma_signal_strength: 0, wcdma_bit_error_rate: 99, wcdma_scdma_rscp: 5, wcdma_ecno: 12, ssRsrp: 2147483647, ssRsrq: 2147483647, ssSinr: 2147483647, csiRsrp: 2147483647, csiRsrq: 2147483647, csiSinr: 2147483647
07-23 00:46:15.042  2516  2760 D OplusSignalSmooth/0: onSignalStrengthResultExt,oldSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-71 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:15.043  2516  2760 D OplusSignalSmooth/0: mOrigSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-65 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:15.043  2516  2760 D OplusSignalSmooth/0: no service fix signal...
07-23 00:46:15.054  2516  2760 D OplusSignalSmooth/0: notifySignalStrength, mSignalStrength: SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-65 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:43.266  1708  1741 D RmcNwHdlr: [0] requestSignalStrength:sigRegisted[0000], sigUpdated[0X01]
07-23 00:46:43.266  1708  1741 D RmcNwHdlr: [0] handleSignalStrength, gsm_signal_strength: 23, gsm_bit_error_rate: 99, gsm_timing_advance: 2147483647, cdma_dbm: 2147483647, cdma_ecio: 2147483647, evdo_dbm: 2147483647, evdo_ecio: 2147483647, evdo_snr: 2147483647, lte_signal_strength: 99, lte_rsrp: 2147483647, lte_rsrq: 2147483647, lte_rssnr: 2147483647, lte_cqi: 2147483647, lte_timing_advance: 2147483647, tdscdma_signal_strength: 99, tdscdma_bit_error_rate: 99, tdscdma_rscp: 255, wcdma_signal_strength: 0, wcdma_bit_error_rate: 99, wcdma_scdma_rscp: 5, wcdma_ecno: 12, ssRsrp: 2147483647, ssRsrq: 2147483647, ssSinr: 2147483647, csiRsrp: 2147483647, csiRsrq: 2147483647, csiSinr: 2147483647
07-23 00:46:43.282  2516  2760 D OplusSignalSmooth/0: onSignalStrengthResultExt,oldSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-65 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:43.283  2516  2760 D OplusSignalSmooth/0: mOrigSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-67 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:43.283  2516  2760 D OplusSignalSmooth/0: no service fix signal...
07-23 00:46:43.290  2516  2760 D OplusSignalSmooth/0: notifySignalStrength, mSignalStrength: SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-67 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:52.681  1708  1741 D RmcNwHdlr: [0] requestSignalStrength:sigRegisted[0000], sigUpdated[0X01]
07-23 00:46:52.681  1708  1741 D RmcNwHdlr: [0] handleSignalStrength, gsm_signal_strength: 24, gsm_bit_error_rate: 99, gsm_timing_advance: 2147483647, cdma_dbm: 2147483647, cdma_ecio: 2147483647, evdo_dbm: 2147483647, evdo_ecio: 2147483647, evdo_snr: 2147483647, lte_signal_strength: 99, lte_rsrp: 2147483647, lte_rsrq: 2147483647, lte_rssnr: 2147483647, lte_cqi: 2147483647, lte_timing_advance: 2147483647, tdscdma_signal_strength: 99, tdscdma_bit_error_rate: 99, tdscdma_rscp: 255, wcdma_signal_strength: 0, wcdma_bit_error_rate: 99, wcdma_scdma_rscp: 5, wcdma_ecno: 12, ssRsrp: 2147483647, ssRsrq: 2147483647, ssSinr: 2147483647, csiRsrp: 2147483647, csiRsrq: 2147483647, csiSinr: 2147483647
07-23 00:46:52.699  2516  2760 D OplusSignalSmooth/0: onSignalStrengthResultExt,oldSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-67 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:52.699  2516  2760 D OplusSignalSmooth/0: mOrigSignalStrength:SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-65 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
07-23 00:46:52.699  2516  2760 D OplusSignalSmooth/0: no service fix signal...
07-23 00:46:52.707  2516  2760 D OplusSignalSmooth/0: notifySignalStrength, mSignalStrength: SignalStrength:{mCdma=CellSignalStrengthCdma: cdmaDbm=2147483647 cdmaEcio=2147483647 evdoDbm=2147483647 evdoEcio=2147483647 evdoSnr=2147483647 level=0,mGsm=CellSignalStrengthGsm: rssi=-65 ber=99 mTa=2147483647 mLevel=4,mWcdma=CellSignalStrengthWcdma: ss=2147483647 ber=2147483647 rscp=2147483647 ecno=2147483647 level=0,mTdscdma=CellSignalStrengthTdscdma: rssi=2147483647 ber=2147483647 rscp=2147483647 level=0,mLte=CellSignalStrengthLte: rssi=2147483647 rsrp=2147483647 rsrq=2147483647 rssnr=2147483647 cqiTableIndex=2147483647 cqi=2147483647 ta=2147483647 level=0 parametersUseForLevel=1,mNr=CellSignalStrengthNr:{ csiRsrp = 2147483647 csiRsrq = 2147483647 csiCqiTableIndex = 2147483647 csiCqiReport = [] ssRsrp = 2147483647 ssRsrq = 2147483647 ssSinr = 2147483647 level = 0 parametersUseForLevel = 1 timingAdvance = 2147483647 },primary=CellSignalStrengthGsm}
